date,crime_type,crime_count
11/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1006
11/1/2025,POSSESSION OF WEAPONS,573
11/1/2025,PUBLIC ORDER OFFENCES,4448
11/1/2025,ROBBERY,2771
11/1/2025,SEXUAL OFFENCES,2176
11/1/2025,THEFT,24325
11/1/2025,VEHICLE OFFENCES,7223
11/1/2025,VIOLENCE AGAINST THE PERSON,20164
12/1/2025,ARSON AND CRIMINAL DAMAGE,4179
12/1/2025,BURGLARY,4168
12/1/2025,DOMESTIC ABUSE,9533
12/1/2025,DRUG OFFENCES,4260
12/1/2025,GUN CRIME,169
12/1/2025,HATE CRIME,4944
12/1/2025,KNIFE CRIME,1364
12/1/2025,LETHAL BARREL DISCHARGE,9
12/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,958
12/1/2025,POSSESSION OF WEAPONS,554
12/1/2025,PUBLIC ORDER OFFENCES,4241
12/1/2025,ROBBERY,2577
12/1/2025,SEXUAL OFFENCES,2114
12/1/2025,THEFT,23869
12/1/2025,VEHICLE OFFENCES,6364
12/1/2025,VIOLENCE AGAINST THE PERSON,20037
1/1/2026,ARSON AND CRIMINAL DAMAGE,4255
1/1/2026,BURGLARY,4256
1/1/2026,DOMESTIC ABUSE,9403
1/1/2026,DRUG OFFENCES,4256
1/1/2026,FRAUD AND FORGERY,5
1/1/2026,GUN CRIME,128
1/1/2026,HATE CRIME,4741
1/1/2026,KNIFE CRIME,1514
1/1/2026,LETHAL BARREL DISCHARGE,11
1/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1052
1/1/2026,POSSESSION OF WEAPONS,545
1/1/2026,PUBLIC ORDER OFFENCES,4004
1/1/2026,ROBBERY,2462
1/1/2026,SEXUAL OFFENCES,2287
1/1/2026,THEFT,20842
1/1/2026,VEHICLE OFFENCES,6698
1/1/2026,VIOLENCE AGAINST THE PERSON,19503
2/1/2026,ARSON AND CRIMINAL DAMAGE,3938
2/1/2026,BURGLARY,3967
2/1/2026,DOMESTIC ABUSE,9010
2/1/2026,DRUG OFFENCES,3497
2/1/2026,FRAUD AND FORGERY,0
2/1/2026,GUN CRIME,132
2/1/2026,HATE CRIME,4742
2/1/2026,KNIFE CRIME,1426
2/1/2026,LETHAL BARREL DISCHARGE,3
2/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1051
2/1/2026,POSSESSION OF WEAPONS,529
2/1/2026,PUBLIC ORDER OFFENCES,3912
2/1/2026,ROBBERY,2340
2/1/2026,SEXUAL OFFENCES,2039
2/1/2026,THEFT,20534
2/1/2026,VEHICLE OFFENCES,6201
2/1/2026,VIOLENCE AGAINST THE PERSON,19125
3/1/2026,ARSON AND CRIMINAL DAMAGE,4402
3/1/2026,BURGLARY,3819
3/1/2026,DOMESTIC ABUSE,9185
3/1/2026,DRUG OFFENCES,3635
3/1/2026,FRAUD AND FORGERY,5
3/1/2026,GUN CRIME,194
3/1/2026,HATE CRIME,5887
3/1/2026,KNIFE CRIME,1723
3/1/2026,LETHAL BARREL DISCHARGE,11
3/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1184
3/1/2026,POSSESSION OF WEAPONS,618
3/1/2026,PUBLIC ORDER OFFENCES,4730
3/1/2026,ROBBERY,2551
3/1/2026,SEXUAL OFFENCES,2201
3/1/2026,THEFT,22445
3/1/2026,VEHICLE OFFENCES,6725
3/1/2026,VIOLENCE AGAINST THE PERSON,20816
4/1/2026,ARSON AND CRIMINAL DAMAGE,4468
4/1/2026,BURGLARY,3609
4/1/2026,DOMESTIC ABUSE,9065
4/1/2026,DRUG OFFENCES,3607
4/1/2026,FRAUD AND FORGERY,5
4/1/2026,GUN CRIME,160
4/1/2026,HATE CRIME,5385
4/1/2026,KNIFE CRIME,1490
4/1/2026,LETHAL BARREL DISCHARGE,12
4/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1089
4/1/2026,POSSESSION OF WEAPONS,638
4/1/2026,PUBLIC ORDER OFFENCES,2004
4/1/2026,ROBBERY,2634
4/1/2026,SEXUAL OFFENCES,2181
4/1/2026,THEFT,23463
4/1/2026,VEHICLE OFFENCES,7011
4/1/2026,VIOLENCE AGAINST THE PERSON,20598
5/1/2026,ARSON AND CRIMINAL DAMAGE,4796
5/1/2026,BURGLARY,3540
5/1/2026,DRUG OFFENCES,3424
5/1/2026,KNIFE CRIME,1937
5/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1255
5/1/2026,POSSESSION OF WEAPONS,701
5/1/2026,PUBLIC ORDER OFFENCES,2304
5/1/2026,ROBBERY,2798
5/1/2026,SEXUAL OFFENCES,2511
5/1/2026,THEFT,24116
5/1/2026,VEHICLE OFFENCES,7003
5/1/2026,VIOLENCE AGAINST THE PERSON,23212
